state,theta,phi,acceleration,height
3,-9.92,9.96,-58.74,16204.13
3,-34.61,1.37,-56.55,16200.12
3,15.92,43.27,-68.87,16201.41
3,-22.37,8.2,-54.14,16211.83
3,-20.05,-15.92,-63.19,16211.78
3,5.12,-1.08,-61.36,16211.42
3,-6.98,11.19,-84.77,16208.42
3,12.56,-3.1,-80.18,16188.39
3,-3.02,-23.21,-75.93,16185.06
3,-29.65,32.0,-68.81,16182.63
3,-30.33,-8.95,-45.23,16192.56
3,-14.22,9.13,-38.88,16192.54
3,16.18,3.48,-32.79,16191.1
3,5.0,-4.04,-24.21,16192.95
3,5.28,-6.47,-38.01,16184.5
3,27.57,19.08,-31.53,16172.84
3,-8.78,-8.23,-26.31,16170.85
3,-1.21,12.0,-24.67,16164.68
3,-12.48,-24.5,-21.7,16173.1
3,-5.84,-32.06,-17.92,16166.41
3,-35.59,4.47,-20.39,16170.75
3,14.65,-32.02,-24.01,16158.83
3,-8.86,-3.92,-3.67,16169.34
3,-38.61,3.93,4.2,16164.19
3,25.72,-0.92,0.03,16160.03
3,12.04,-17.41,3.42,16155.8
3,-21.92,24.61,11.72,16159.37
3,-5.75,-26.32,31.64,16152.02
3,0.27,16.38,19.79,16155.97
3,2.21,2.95,25.72,16151.63
3,-11.67,-3.36,42.98,16138.55
3,1.79,0.41,47.45,16145.38
3,15.75,8.37,39.04,16141.92
3,25.39,6.22,37.58,16121.93
3,-27.39,23.36,47.53,16117.05
3,-19.49,-5.42,44.0,16102.98
3,27.65,8.85,29.9,16108.48
3,-46.85,12.21,36.96,16103.86
3,-15.32,6.17,57.15,16101.17
3,-17.18,19.78,49.04,16089.83
3,-11.15,23.71,57.47,16078.22
3,12.13,-30.59,54.38,16080.37
3,-13.05,-2.25,59.52,16076.62
3,11.87,-13.68,54.69,16060.82
3,26.81,-0.09,51.56,16055.67
3,13.63,-8.35,40.85,16043.96
3,-15.04,-28.0,39.79,16042.1
3,-23.09,-4.38,48.92,16018.52
3,-17.4,26.59,61.7,16009.44
3,-14.61,-8.21,52.75,16015.3
3,-10.15,1.27,36.74,16024.08
3,4.78,-17.06,34.51,16008.36
3,-16.29,-31.94,37.6,16011.58
3,-16.95,10.81,31.64,15998.07
3,35.17,1.49,42.55,15989.04
3,-10.92,12.62,45.16,15971.22
3,-3.92,4.13,48.48,15966.16
3,-2.87,-5.88,53.24,15978.35
3,-15.85,-39.46,50.35,15971.02
3,-37.94,4.02,51.59,15974.18
3,1.26,-31.71,57.35,15958.94
3,8.36,2.61,36.31,15957.63
3,3.16,9.84,31.75,15963.49
3,30.66,21.88,25.1,15976.99
3,13.82,-16.5,19.81,15957.38
3,-2.62,3.46,15.09,15963.43
3,5.8,6.31,32.11,15967.52
3,34.66,13.86,37.7,15960.53
3,-4.16,-5.02,45.91,15973.65
3,-36.17,-30.24,53.48,15973.23
3,32.41,-15.55,68.81,15965.56
3,-1.93,-37.96,56.43,15975.54
3,-6.44,16.69,58.57,15957.04
3,12.97,7.5,64.56,15951.35
3,9.86,32.66,77.68,15965.44
3,-10.12,-15.12,82.21,15955.55
3,-63.45,-14.01,77.38,15962.09
3,5.14,25.57,81.63,15955.5
3,-25.73,-16.32,76.39,15955.35
3,32.66,9.29,80.32,15943.09
3,24.5,-3.77,78.32,15940.03
3,-5.61,4.68,71.68,15929.04
3,-21.65,-39.48,68.26,15924.93
3,20.28,5.82,72.11,15918.76
3,-2.61,6.05,70.57,15923.78
3,-4.82,-3.7,85.52,15929.27
3,1.6,-1.97,92.5,15931.49
3,-0.61,22.21,97.91,15932.49
3,-1.93,-20.25,103.3,15914.08
3,-1.58,-9.8,124.0,15917.32
3,5.01,-40.08,115.25,15915.14
3,-49.62,36.66,114.84,15915.71
3,16.19,-7.12,115.29,15909.62
3,-38.73,-10.87,109.96,15912.73
3,5.52,7.0,111.47,15914.79
3,-24.8,-6.03,119.0,15885.5
3,0.59,27.16,123.98,15890.69
3,-7.22,14.64,110.0,15874.15
3,-0.09,33.41,109.59,15879.78
3,-13.17,-7.23,111.95,15863.59
3,23.96,-23.74,105.08,15838.13
3,2.64,-6.54,103.29,15816.25
3,-17.41,22.81,103.95,15809.25
3,13.28,41.47,86.77,15796.65
3,6.73,-19.28,88.31,15782.09
3,-29.32,0.15,101.22,15782.15
3,-22.52,-5.77,91.05,15767.31
3,21.72,-44.74,99.83,15773.18
3,10.15,30.77,95.59,15769.57
3,-26.59,-8.88,110.58,15780.98
3,-5.2,17.41,117.83,15781.86
3,13.79,-18.31,138.43,15788.24
3,10.87,37.08,140.05,15760.11
3,26.75,-11.52,141.62,15765.99
3,-22.8,25.72,121.54,15755.69
3,1.56,1.06,115.55,15752.03
3,-15.25,-16.28,110.53,15746.59
3,13.54,-25.49,96.18,15738.14
3,-22.13,2.29,101.69,15732.91
3,34.12,7.51,118.26,15721.6
3,-21.41,4.43,113.91,15736.58
3,-5.88,0.88,117.71,15720.28
3,-3.42,-24.43,115.62,15709.39
3,33.13,15.71,107.06,15715.63
3,14.07,-6.76,93.65,15699.35
3,7.16,21.05,67.46,15705.08
3,12.99,8.04,64.2,15695.89
3,4.36,-14.89,71.79,15705.95
3,-0.33,17.59,65.29,15701.93
3,-19.95,-5.3,62.18,15706.87
3,-5.67,8.51,71.0,15699.93
3,17.33,1.14,69.74,15710.2
3,-28.97,-5.19,70.4,15697.69
3,-7.72,4.47,79.16,15693.72
3,-16.97,-10.52,71.54,15688.61
3,14.5,-4.69,63.37,15677.35
3,13.77,1.01,68.25,15688.51
3,12.27,-24.22,73.09,15688.48
3,-28.84,1.44,79.33,15688.34
3,18.4,-3.34,61.36,15694.87
3,-38.09,2.41,43.21,15695.01
3,5.67,2.28,26.15,15691.43
3,0.58,1.95,33.69,15690.59
3,-17.01,6.1,39.49,15698.13
3,7.29,3.24,43.69,15698.75
3,-36.16,-38.95,44.11,15696.19
3,-13.3,-19.29,44.89,15692.04
3,34.83,18.59,66.7,15684.91
3,-2.76,-9.41,63.54,15686.9
3,-8.33,-20.77,61.01,15673.06
3,26.65,-31.97,53.89,15680.03
3,-39.4,0.26,65.04,15675.53
3,3.31,-3.75,73.31,15679.71
3,8.78,-2.21,78.6,15659.37
3,26.21,8.66,59.49,15668.9
3,5.98,-19.51,49.98,15670.95
3,-0.83,23.73,59.32,15667.58
3,22.37,-9.25,58.72,15679.79
3,-21.56,-14.31,66.4,15677.29
3,-31.54,-7.78,62.13,15681.68
3,58.07,-11.4,64.9,15683.97
3,11.3,-27.15,60.96,15670.43
3,24.65,-41.1,45.29,15659.81
3,-23.35,-4.49,46.39,15674.99
3,12.21,-8.54,51.04,15693.84
3,-2.69,-18.68,44.09,15684.4
3,-10.23,-17.11,36.03,15668.66
3,0.08,-7.89,32.35,15680.4
3,-19.44,3.71,34.68,15672.59
3,11.57,26.81,32.43,15662.91
3,-23.97,45.67,22.73,15663.97
3,-10.3,25.32,25.07,15674.74
3,-17.37,-0.96,32.88,15688.15
3,11.84,1.74,32.21,15682.55
3,-3.23,-26.52,62.84,15689.21
3,-29.52,-4.86,78.66,15698.82
3,-4.51,-18.99,84.39,15698.2
3,-11.02,15.52,78.74,15693.55
3,-2.86,0.72,78.81,15688.8
3,-2.39,-15.27,77.26,15675.92
3,-33.02,-1.01,76.45,15680.93
3,10.65,-6.62,68.85,15660.25
3,34.09,7.5,80.78,15647.14
3,24.36,-24.54,84.66,15632.72
3,18.45,-25.87,86.7,15635.0
3,-41.68,-14.78,111.24,15635.75
3,-5.97,26.52,116.05,15628.95
3,16.99,13.48,113.69,15615.73
3,-0.4,-11.56,119.02,15626.05
3,-40.99,-2.59,108.28,15630.84
3,6.4,-0.79,107.71,15622.12
3,11.57,-28.45,126.21,15612.23
3,32.66,-24.1,110.46,15607.0
3,-1.77,-9.52,121.58,15601.79
3,35.7,22.62,109.12,15587.21
3,-26.76,16.82,104.2,15559.95
3,9.55,14.09,97.59,15571.72
3,4.91,-4.88,120.95,15575.48
3,-27.33,5.29,111.5,15577.3
3,-1.6,49.47,122.3,15568.82
3,-26.59,3.37,128.44,15572.94
3,15.33,8.67,141.31,15561.87
3,3.48,10.56,142.19,15571.95
3,-8.76,4.6,138.15,15579.32
3,9.58,-7.8,130.49,15577.6
3,-21.67,13.91,134.46,15573.29
3,-34.94,7.64,123.16,15573.7
3,19.62,-16.06,111.6,15574.92
3,-51.07,34.71,125.26,15565.05
3,-10.58,-6.88,108.73,15576.59
3,6.41,36.36,113.68,15560.36
3,29.22,16.4,127.06,15553.4
3,-33.45,35.26,121.76,15550.27
3,8.68,-1.96,123.6,15548.74
3,-17.52,-15.78,130.34,15556.07
3,-8.91,18.56,126.77,15538.95
3,12.92,18.15,132.01,15532.93
3,40.81,-11.98,134.02,15535.51
3,19.51,14.45,124.16,15520.5
3,-11.17,-4.0,122.6,15518.41
3,8.18,11.43,135.26,15517.08
3,-26.18,2.23,109.43,15526.11
3,14.41,-4.07,108.68,15546.78
3,-10.42,-4.57,114.45,15547.42
3,-0.14,-13.96,115.48,15528.28
3,3.49,7.93,131.31,15525.32
3,-17.58,-3.75,120.68,15535.29
3,-4.09,-20.31,117.98,15534.33
3,8.61,4.19,122.83,15544.64
3,-5.96,14.02,138.01,15552.08
3,14.66,9.91,142.79,15555.88
3,26.31,4.94,128.62,15556.26
3,31.35,17.89,131.21,15548.87
3,-2.65,0.09,151.57,15559.42
3,-12.95,-11.81,133.82,15550.05
3,7.72,14.87,137.08,15551.94
3,12.78,-16.64,151.21,15565.69
3,-17.13,8.15,131.66,15566.71
3,-42.64,-12.57,128.87,15572.27
3,21.95,-15.9,139.35,15560.46
3,3.3,9.52,127.24,15550.34
3,-20.98,-39.48,126.89,15550.52
3,8.47,-10.25,111.47,15549.85
3,26.03,-18.34,115.81,15542.58
3,-31.14,-17.64,101.4,15548.99
3,4.96,-0.67,91.82,15536.74
3,26.16,-6.69,84.72,15517.03
3,40.96,-30.06,74.77,15517.52
3,5.11,9.0,76.49,15512.84
3,10.91,-26.25,99.74,15522.06
3,47.51,-37.24,92.37,15520.15
3,10.26,-0.45,112.17,15506.92
3,14.89,-29.21,126.42,15493.5
3,-17.13,11.92,140.18,15495.32
3,-22.37,13.19,134.66,15507.86
3,-46.82,-24.62,126.12,15497.56
3,20.24,-23.61,119.95,15506.9
3,-12.29,-17.1,108.97,15491.32
3,-12.85,-7.6,101.46,15491.84
3,-14.31,0.55,98.08,15493.52
3,0.61,1.52,101.74,15483.34
3,-49.22,13.85,89.18,15487.66
3,-8.81,-1.14,76.02,15492.66
3,2.99,-20.6,74.98,15482.97
3,-6.14,-19.22,84.58,15472.43
3,-3.06,6.37,83.26,15463.63
3,-51.06,-4.24,72.19,15470.86
3,29.19,-1.22,52.67,15479.17
3,-21.51,-2.91,47.59,15470.66
3,1.38,8.47,59.29,15472.08
3,4.87,15.23,80.78,15452.86
3,29.26,4.0,62.2,15454.02
3,5.61,9.09,57.13,15438.01
3,0.49,-28.99,55.63,15450.25
3,-19.83,-8.02,59.3,15451.04
3,-10.55,9.59,52.74,15448.09
3,9.1,-2.35,56.61,15433.12
3,3.58,-1.09,50.43,15439.44
3,-5.08,-47.47,44.46,15435.31
3,49.34,-0.03,52.95,15450.22
3,-7.86,2.84,45.38,15435.8
3,-26.35,-25.71,45.38,15440.56
3,-35.52,1.5,58.51,15445.84
3,-4.97,13.02,60.51,15437.16
3,3.46,-21.93,81.07,15428.27
3,-3.22,-27.06,92.4,15419.51
3,27.82,-30.48,84.79,15419.32
3,-34.11,-12.54,74.29,15413.99
3,-29.39,-3.95,79.2,15404.03
3,-4.84,32.04,77.27,15404.41
3,-12.55,29.94,74.55,15388.2
3,12.03,-22.83,80.97,15377.06
3,18.9,-20.23,96.39,15363.97
3,31.55,26.16,88.52,15372.57
3,47.12,-3.12,132.61,15370.91
3,-0.93,-23.09,132.29,15371.25
3,10.25,-27.83,119.62,15371.87
3,1.79,-17.74,127.47,15358.93
3,-18.36,-23.74,125.57,15347.77
3,-0.82,24.28,103.45,15357.74
3,14.25,-33.43,131.79,15347.57
3,-17.84,5.77,133.13,15338.95
3,8.07,29.08,111.54,15325.33
3,6.13,-1.11,105.04,15342.71
3,15.75,-4.64,121.28,15344.49
3,14.8,-1.65,123.92,15357.49
3,-28.9,-5.71,113.78,15358.58
3,-4.49,26.94,112.06,15351.24
3,11.84,-7.95,125.32,15344.38
3,-6.81,0.13,117.21,15332.13
3,10.16,-31.16,116.54,15335.9
3,31.12,31.17,112.39,15326.1
3,-25.81,13.79,95.27,15334.81
3,-40.68,-25.75,80.44,15328.13
3,-20.15,11.28,70.13,15324.2
3,-18.1,-36.41,58.85,15332.8
3,-32.22,-20.5,47.59,15345.93
3,-24.31,-6.31,30.78,15350.47
3,-3.27,17.23,25.5,15353.15
3,-5.94,14.71,30.29,15341.86
3,18.4,29.34,31.43,15336.07
3,-1.58,-3.58,28.42,15340.7
3,-2.55,-9.93,29.15,15342.47
3,-7.46,-18.72,32.84,15335.42
3,-1.83,11.18,25.92,15333.33
3,-25.4,27.87,36.23,15336.79
3,13.2,15.76,48.3,15323.74
3,20.35,6.3,65.17,15331.32
3,4.34,6.84,71.24,15320.94
3,17.0,14.4,79.77,15332.85
3,-1.87,8.54,74.66,15341.32
3,-13.59,-2.61,74.45,15321.74
3,6.91,41.26,76.97,15325.69
3,-9.16,6.21,74.99,15348.7
3,-15.35,-31.81,64.19,15333.32
3,37.88,-7.19,70.93,15328.23
3,-6.89,-4.5,78.01,15329.36
3,20.57,21.95,80.59,15333.62
3,4.38,5.35,73.67,15325.12
3,25.03,12.76,66.74,15332.4
3,15.34,-8.27,56.94,15321.3
3,17.26,-8.81,53.62,15330.55
3,-11.62,-9.22,45.85,15345.63
3,22.24,-18.4,48.4,15347.71
3,16.5,6.23,50.99,15354.84
3,-0.53,-3.49,75.22,15356.68
3,16.81,6.05,67.08,15341.1
3,-18.32,-3.11,54.21,15324.89
3,-0.86,10.98,57.89,15314.73
3,15.86,11.26,78.66,15324.77
3,29.18,8.97,77.84,15329.38
3,-40.95,-18.64,79.89,15326.67
3,13.86,1.75,90.6,15326.79
3,28.6,-48.96,106.86,15318.78
3,-24.79,10.59,107.45,15300.88
3,-39.78,-10.1,108.55,15289.04
3,16.92,-0.03,91.57,15294.09
3,17.62,-2.78,101.84,15289.36
3,12.35,-0.55,82.9,15270.77
3,-7.02,-19.3,71.69,15264.52
3,-2.21,8.42,64.89,15258.71
3,-16.02,-12.49,56.62,15245.01
3,12.34,-32.85,63.16,15231.67
3,0.04,1.69,70.03,15232.88
3,-26.13,-9.62,92.3,15230.43
3,-12.7,-4.07,104.71,15239.79
3,33.49,-16.33,88.64,15233.01
3,11.49,5.11,94.99,15236.84
3,-25.15,7.13,99.94,15239.84
3,-23.56,-7.52,103.01,15230.01
3,14.57,-0.81,97.24,15219.77
3,23.86,17.01,97.68,15212.7
3,25.79,12.48,102.68,15220.73
3,-40.06,-28.06,119.93,15209.01
3,8.29,-47.83,125.71,15204.53
3,33.23,-20.67,132.46,15212.07
3,25.83,13.86,131.96,15217.54
3,21.32,-7.72,129.88,15215.45
3,14.84,13.26,125.74,15209.27
3,-12.49,15.08,120.74,15194.62
3,-13.26,-4.3,116.97,15189.16
3,-7.73,31.12,106.77,15179.67
3,-41.33,-3.38,99.24,15181.45
3,-15.49,-4.89,81.58,15184.92
3,-23.66,8.22,93.1,15191.51
3,36.45,-19.54,97.46,15197.99
3,-22.88,8.19,81.54,15187.52
3,2.76,8.8,78.17,15190.86
3,16.5,2.78,65.84,15183.27
3,44.62,-20.19,63.32,15183.66
3,-3.35,-30.44,57.22,15170.74
3,11.2,8.43,62.79,15155.77
3,22.32,-3.58,61.22,15157.54
3,15.35,12.35,58.07,15160.54
3,25.63,-23.77,69.81,15171.89
3,-27.01,-17.95,71.93,15168.39
3,-7.84,-13.32,80.66,15175.39
3,22.42,1.27,71.33,15167.97
3,1.12,-1.04,80.73,15167.14
3,0.52,45.42,81.04,15175.38
3,-31.63,7.28,86.48,15172.43
3,3.42,1.93,90.04,15165.95
3,2.43,-62.75,87.83,15157.06
3,-3.81,-9.04,80.79,15147.44
3,35.48,29.9,66.79,15155.64
3,-35.23,-8.75,69.56,15156.26
3,-28.86,33.13,71.11,15154.9
3,-17.74,10.64,61.61,15151.37
3,0.92,-14.88,58.56,15146.81
3,34.64,-11.38,52.84,15158.82
3,16.15,-11.18,47.4,15147.01
3,58.81,33.6,39.21,15143.34
3,1.32,-0.97,40.3,15145.4
3,-17.91,14.97,27.41,15160.34
3,12.33,-14.0,14.07,15151.12
3,3.58,35.07,-2.04,15142.58
3,7.38,-19.44,-6.37,15153.15
3,-6.63,23.89,-0.51,15144.03
3,-11.79,35.64,15.29,15127.31
3,1.47,-1.82,11.61,15117.96
3,-5.78,-4.81,3.87,15129.97
3,24.42,4.64,-6.21,15114.38
3,2.44,-7.45,-17.78,15099.55
3,17.88,-10.88,-14.22,15105.23
3,0.85,12.48,-28.36,15110.0
3,-21.38,34.68,-18.32,15117.96
3,-25.55,-9.49,-32.37,15119.7
3,-1.2,-23.8,-35.17,15114.26
3,2.29,-10.49,-34.68,15109.81
3,17.42,10.74,-28.46,15116.28
3,-0.62,5.13,-23.05,15114.12
3,8.84,5.51,-19.31,15119.72
3,-1.2,-9.77,-13.36,15116.94
3,-21.81,-16.42,-7.64,15116.86
3,34.28,17.01,-2.91,15109.59
3,-1.8,4.9,-11.33,15118.64
3,19.78,21.58,-13.93,15099.5
3,-25.12,-11.64,-26.56,15088.85
3,-23.97,-15.91,-48.14,15097.79
3,-37.11,0.91,-54.69,15106.13
3,-3.99,23.63,-40.89,15084.79
3,32.67,6.54,-43.81,15086.96
3,8.81,0.28,-33.3,15086.62
3,17.09,-11.47,-39.27,15085.64
3,-10.93,-23.17,-34.3,15087.02
3,5.81,1.8,-29.04,15102.08
3,30.25,23.25,-24.29,15107.19
3,-0.27,29.04,-15.66,15107.25
3,-21.15,4.99,-12.48,15123.43
3,0.78,31.08,-14.72,15114.95
3,10.96,23.2,-16.53,15124.2
3,-24.65,3.51,-16.7,15135.01
3,20.54,-20.86,-10.44,15121.61
3,6.24,-31.45,-0.34,15112.76
3,-7.16,3.65,2.57,15125.16
3,13.67,-29.69,-7.08,15118.42
3,1.68,-5.05,0.53,15103.51
3,0.85,2.35,9.57,15099.42
3,-22.41,12.07,8.03,15109.41
3,5.74,4.65,0.22,15113.04
3,-1.63,-16.53,11.98,15122.76
3,6.87,-18.75,-1.86,15105.69
3,50.66,-20.63,10.1,15099.81
3,5.46,-40.18,14.27,15071.88
3,-1.62,-25.62,8.07,15072.23
3,3.09,-28.68,-2.95,15065.64
3,10.03,11.21,-9.68,15071.66
3,25.78,-16.59,-27.87,15071.16
3,-25.34,47.27,-35.01,15080.04
3,-13.58,30.13,-51.23,15084.18
3,-12.49,26.36,-50.53,15110.66
3,8.48,6.76,-54.44,15110.46
3,2.76,14.95,-58.07,15125.29
3,1.93,21.96,-43.96,15120.34
3,-14.69,17.34,-36.64,15109.72
3,-1.51,-6.36,-28.88,15104.99
3,27.77,-15.9,-26.29,15111.79
3,-4.57,14.68,-34.48,15120.11
3,-17.21,-14.84,-22.73,15117.17
3,-22.89,-25.85,-18.67,15111.39
3,-3.88,-0.52,-23.88,15111.03
3,-30.48,-4.65,-26.99,15103.16
3,-3.53,-10.36,-36.68,15110.56
3,9.59,-20.11,-26.74,15106.16
3,-11.96,-16.85,-29.89,15102.29
3,17.3,52.65,-29.47,15129.18
3,5.45,5.74,-7.37,15109.78
3,18.66,-33.36,2.54,15105.23
3,-11.94,-16.01,11.14,15096.81
3,13.26,-44.98,3.99,15086.24
3,-39.58,22.04,-5.67,15065.06
3,-2.95,-1.67,2.36,15050.13
3,-15.59,-15.82,13.47,15035.05
3,-25.48,-25.31,5.21,15019.17
3,-4.93,-7.87,11.18,15007.71
3,-55.76,-38.52,27.51,15006.39
3,5.76,-3.27,17.87,14996.69
3,-19.64,-16.59,36.6,14998.6
3,16.11,12.65,33.33,15002.62
3,-16.85,0.97,33.37,14984.89
3,47.35,2.59,16.96,14985.2
3,-12.32,5.92,11.77,14985.18
3,-16.4,57.22,19.26,14988.33
3,-22.06,5.84,46.4,14995.31
3,-4.54,-8.38,43.07,14991.33
3,20.29,12.71,55.82,14980.52
3,2.72,12.24,48.86,14986.39
3,22.39,50.59,44.1,15001.63
3,23.96,-1.63,58.6,15002.1
3,-2.11,19.78,65.59,14999.01
3,15.62,-17.61,79.05,15006.27
3,-12.25,-37.6,76.8,15017.03
3,5.29,8.37,53.57,15017.0
3,5.44,-11.62,54.84,15021.42
3,-13.59,-14.75,53.63,15008.67
3,2.89,-0.55,64.06,15001.12
3,8.73,28.07,56.99,14996.48
3,-13.08,7.2,55.17,14986.83
3,-7.8,29.14,56.89,14975.06
3,22.99,-0.6,38.81,14987.49
3,8.72,20.84,11.47,14966.74
3,-19.69,3.62,17.8,14957.92
3,-7.48,-9.61,17.57,14951.68
3,23.05,2.22,19.78,14940.29
3,14.2,-6.0,11.73,14941.9
3,-7.04,7.74,26.21,14939.44
3,-4.77,21.57,29.67,14912.89
3,14.11,42.13,27.37,14906.78
3,19.76,-22.35,25.98,14916.54
3,5.32,-6.25,30.91,14922.74
3,-22.04,17.13,16.83,14924.04
3,21.64,-16.5,27.12,14931.91
3,8.76,-4.88,36.95,14934.76
3,-10.16,-10.05,37.15,14920.05
3,0.97,16.81,32.41,14907.88
3,13.7,13.71,30.49,14904.97
3,40.36,28.18,36.75,14898.79
3,-0.68,19.47,33.29,14896.86
3,-2.21,-3.76,35.27,14901.98
3,23.87,-8.14,51.76,14900.24
3,4.39,-22.95,56.79,14878.17
3,-14.39,-28.27,49.97,14885.72
3,-9.7,-3.47,39.95,14884.97
3,8.66,17.31,41.62,14876.22
3,3.1,-12.36,50.71,14873.96
3,-30.89,-11.5,26.4,14863.28
3,25.87,8.83,29.59,14854.02
3,-8.39,9.14,21.3,14836.42
3,2.37,7.53,20.09,14841.47
3,-13.1,-29.23,32.49,14833.41
3,-8.95,-1.07,29.29,14827.89
3,8.96,-27.51,26.69,14799.8
3,-12.65,24.26,31.05,14789.18
3,-2.81,25.91,15.41,14786.01
3,-6.6,26.85,7.43,14787.88
3,1.79,-18.14,-3.86,14788.95
3,0.28,-2.15,9.07,14775.92
3,13.68,20.16,-0.51,14754.93
3,45.76,-3.19,-1.76,14741.76
3,15.63,21.12,-21.9,14730.34
3,-7.45,-13.16,-26.2,14718.33
3,7.81,-1.79,-26.43,14730.96
3,12.81,-27.95,-30.54,14729.39
3,-17.56,5.09,-38.44,14713.22
3,-19.61,-5.09,-73.78,14706.0
3,23.85,21.08,-77.77,14709.99
3,23.95,8.16,-83.66,14708.04
3,6.23,-7.33,-81.9,14718.63
3,-5.62,6.04,-97.74,14724.5
3,12.87,-10.54,-103.96,14712.5
3,7.37,8.93,-98.59,14704.18
3,-3.89,41.98,-99.5,14701.08
3,1.47,-10.47,-106.94,14712.1
3,-14.34,16.95,-110.89,14709.77
3,-12.0,-12.52,-99.0,14721.46
3,15.44,-3.83,-114.99,14714.06
3,35.1,23.69,-122.8,14712.96
3,31.54,41.05,-112.35,14721.39
3,1.95,-10.45,-93.5,14723.4
3,-6.68,6.64,-92.26,14723.13
3,7.51,6.28,-81.28,14719.5
3,-28.66,-6.6,-78.08,14701.8
3,32.81,11.33,-78.36,14703.61
3,26.73,-15.03,-79.38,14697.31
3,9.72,14.5,-92.27,14678.37
3,-11.06,7.15,-91.02,14680.89
3,-3.95,-5.07,-104.71,14677.61
3,-0.94,-15.61,-98.12,14668.7
3,-37.98,-2.72,-106.82,14662.49
3,-6.94,-4.72,-92.34,14651.53
3,-28.5,-22.83,-87.28,14655.88
3,-35.08,31.66,-60.5,14657.96
3,-1.21,-17.27,-37.5,14664.26
3,1.97,2.26,-48.55,14662.6
3,41.91,8.83,-37.69,14655.39
3,-26.05,-10.79,-35.17,14651.2
3,5.75,-13.33,-36.43,14644.07
3,-7.14,-8.52,-52.94,14627.42
3,4.83,-24.35,-61.32,14622.92
3,9.44,9.7,-64.51,14627.11
3,-13.37,14.16,-65.87,14634.51
3,-10.1,-19.51,-78.32,14640.43
3,-9.56,-5.32,-88.46,14635.05
3,-10.56,15.96,-100.41,14635.82
3,-36.71,-7.39,-96.3,14628.06
3,2.36,-21.87,-96.28,14628.95
3,8.09,24.77,-106.15,14644.4
3,0.81,-1.88,-125.16,14626.57
3,3.41,-13.97,-124.04,14624.93
3,31.54,1.47,-129.6,14630.14
3,10.44,-8.15,-132.25,14633.63
3,-33.87,-16.95,-122.56,14619.87
3,40.75,-18.32,-133.84,14634.32
3,-4.82,12.0,-136.07,14634.5
3,-5.12,-16.31,-157.95,14611.5
3,-5.76,-8.43,-168.79,14618.19
3,54.37,3.79,-183.44,14615.91
3,-19.9,6.12,-176.09,14617.81
3,-6.56,7.25,-193.19,14593.49
3,-41.74,11.89,-183.31,14586.01
3,-26.73,-36.91,-187.62,14582.57
3,37.58,-10.44,-181.49,14541.68
3,-3.16,17.5,-174.62,14536.72
3,3.94,-24.94,-162.05,14546.32
3,-30.65,-31.39,-151.86,14545.84
3,31.65,4.98,-155.11,14540.86
3,29.48,11.7,-166.32,14541.48
3,57.14,2.79,-163.74,14545.48
3,20.42,9.01,-172.27,14541.94
3,-13.78,48.89,-162.19,14556.32
3,-46.08,-23.06,-163.36,14554.93
3,-15.05,36.98,-160.07,14548.5
3,-30.82,4.41,-164.14,14534.45
3,-26.93,-17.56,-168.79,14537.84
3,0.03,-11.45,-156.72,14552.95
3,-21.89,-13.66,-151.75,14554.93
3,-32.73,47.41,-159.64,14556.4
3,-3.11,7.94,-176.46,14571.89
3,-14.6,-34.92,-166.28,14586.92
3,-4.42,-15.68,-156.22,14587.88
3,-17.91,8.97,-165.39,14602.05
3,-5.54,12.7,-174.73,14603.26
3,-15.65,-15.94,-175.67,14593.99
3,-8.05,3.32,-170.18,14587.64
3,-14.06,4.02,-190.7,14571.18
3,1.22,49.47,-183.95,14572.08
3,-12.27,56.37,-187.91,14574.43
3,17.43,9.02,-190.05,14564.12
3,15.03,-10.53,-192.31,14558.02
3,-24.63,-3.42,-178.26,14547.05
3,18.19,-21.31,-189.48,14552.28
3,0.37,-17.66,-183.05,14539.87
3,-6.98,19.84,-181.2,14533.27
3,7.33,-16.96,-193.32,14535.03
3,4.2,16.1,-190.79,14530.94
3,1.98,-10.42,-182.81,14543.56
3,25.97,10.28,-188.48,14532.39
3,7.07,28.24,-195.3,14537.97
3,-16.75,2.07,-204.23,14547.74
3,-1.2,5.94,-204.67,14551.24
3,-23.17,-6.52,-200.99,14550.09
3,27.03,-12.92,-208.5,14558.6
3,-14.21,1.01,-214.74,14543.57
3,17.25,5.93,-221.08,14540.98
3,20.1,-19.16,-226.31,14529.47
3,-7.81,19.64,-247.56,14507.06
3,10.43,11.91,-262.13,14498.42
3,-2.69,-0.32,-257.29,14482.2
3,45.74,16.99,-245.96,14492.39
3,-17.18,6.6,-243.72,14489.64
3,6.91,24.05,-254.19,14477.35
3,25.85,3.86,-243.12,14466.87
3,-27.2,0.43,-225.81,14456.71
3,-23.96,-33.04,-226.59,14455.05
3,-5.86,-19.5,-214.43,14465.69
3,-0.5,27.71,-224.16,14446.0
3,8.09,7.89,-226.41,14424.1
3,1.89,-16.02,-231.98,14403.14
3,-37.16,-5.78,-236.86,14399.63
3,10.52,3.58,-246.38,14398.82
3,2.55,13.83,-247.87,14397.71
3,26.24,24.15,-245.69,14407.08
3,0.82,-9.97,-246.17,14403.73
3,9.94,-12.06,-253.92,14397.75
3,-4.24,25.9,-253.65,14407.31
3,-3.55,19.26,-268.24,14401.06
3,6.05,28.51,-262.41,14389.82
